rank,clade,n,intra_avg_euclidean,intra_median_euclidean,intra_std_euclidean,intra_min_euclidean,intra_max_euclidean,intra_avg_shared_proteins,intra_median_shared_proteins,intra_std_shared_proteins,intra_min_shared_proteins,intra_max_shared_proteins
Subfamily,Churivirinae,4,5.136675979887137,5.047565954136494,0.33846695208030025,4.69041575982343,5.5677643628300215,0.531289348203807,0.5192307692307692,0.0843845520863206,0.4117647058823529,0.6603773584905661
Subfamily,Quingentivirinae,4,44.31466133745192,44.25338451362099,31.054427336752006,11.916375287812984,76.87002016391045,0.4051579763662468,0.37744526493069047,0.11618999987298648,0.2939068100358423,0.6035242290748899
Subfamily,Rabinowitzvirinae,13,7.154196482786481,7.582803770567329,1.6631868910027812,3.7416573867739413,9.433981132056603,0.45895561973014753,0.4292857142857143,0.18036643798075291,0.2149532710280374,0.8082191780821918
Subfamily,Bradleyvirinae_1,4,6.139459887536638,6.117038066139075,0.37465400393154613,5.656854249492381,6.557438524302,0.50505313435016,0.511784850926672,0.06502513432238927,0.410958904109589,0.5942028985507246
Subfamily,Pelczarvirinae,11,3.362245306053735,3.4641016151377544,0.8117529584522558,1.4142135623730951,5.0990195135927845,0.5637561031187853,0.5217391304347826,0.1513120812564735,0.2857142857142857,0.9523809523809523
Subfamily,Staniewskivirinae,9,11.24087494676451,11.224972160321824,1.1197506607781262,8.366600265340756,13.076696830622021,0.49003894255781216,0.48643039591315457,0.08395068311498256,0.3489361702127659,0.6973684210526316
Subfamily,Tatarstanvirinae,6,4.1762711994639945,4.242640687119285,0.5989648307935733,2.8284271247461903,5.0990195135927845,0.38455128929041976,0.36,0.09939537368853656,0.24,0.6363636363636364
Subfamily,Denniswatsonvirinae_1,3,2.9360096570776566,3.0,0.2156709535691066,2.6457513110645907,3.1622776601683795,0.3706293706293706,0.36363636363636365,0.009889605331280365,0.36363636363636365,0.3846153846153846
Subfamily,Rakietenvirinae_1,17,2.8836346714000234,3.0,0.4782977409088422,1.7320508075688772,4.123105625617661,0.5717781265003176,0.5590277777777778,0.11268801839401135,0.26086956521739135,0.8333333333333334
Subfamily,Picovirinae,10,3.8005160919621535,3.872983346207417,0.7749334675836137,2.449489742783178,5.196152422706632,0.45918472935992044,0.4736842105263158,0.1451002317866006,0.19999999999999996,0.7222222222222222
Subfamily,Rakietenvirinae_2,11,3.2432956919191067,3.3166247903554,0.73183229590147,1.0,4.58257569495584,0.4116540975364504,0.36363636363636365,0.14243799996095705,0.25,0.8
Subfamily,Sarlesvirinae_1,13,3.575325410556679,3.605551275463989,0.46588432966533344,2.23606797749979,4.58257569495584,0.5542583320527473,0.550055617352614,0.09619329076067852,0.34375,0.8076923076923077
Subfamily,Sarlesvirinae_2,2,3.0,3.0,0.0,3.0,3.0,0.47058823529411764,0.47058823529411764,0.0,0.47058823529411764,0.47058823529411764
Subfamily,Northropvirinae,15,4.464327179681972,4.58257569495584,0.6991641093480346,2.449489742783178,6.082762530298219,0.4739650215858241,0.45945945945945943,0.1256966098713756,0.23404255319148937,0.7857142857142857
Subfamily,Pontosvirinae,5,6.421855056291102,6.2444846616528675,0.5998146680337217,5.656854249492381,7.54983443527075,0.5148508539553316,0.5037313432835822,0.038400863531229595,0.4722222222222222,0.5714285714285714
Subfamily,Rothmandenesvirinae,25,7.3194606164987395,7.483314773547883,0.9723663319571894,3.3166247903554,9.0,0.3772235701232437,0.3575837742504409,0.09903460249064577,0.24390243902439024,0.8529411764705882
Subfamily,Migulavirinae,14,6.82991728862233,6.855654600401044,1.1341497981500288,4.47213595499958,8.717797887081348,0.47355162559217,0.4363636363636364,0.15641646412634178,0.25806451612903225,0.7586206896551724
Subfamily,Demetervirinae,6,5.716223787108738,6.0,0.6768448485624874,4.242640687119285,6.4031242374328485,0.5892783269153259,0.5581395348837209,0.07592035998709533,0.5060240963855422,0.76
Subfamily,Humphriesvirinae,7,6.579578605079136,6.4031242374328485,0.8421077007039492,5.0,8.18535277187245,0.47957119568474016,0.5066666666666666,0.11576836492177088,0.2692307692307693,0.6619718309859155
Subfamily,Rhodovirinae,9,5.935106557470451,6.0,0.5239371636668231,4.898979485566356,7.14142842854285,0.5099373743623935,0.5044413277232351,0.06773273171321019,0.3538461538461538,0.6491228070175439
Subfamily,Enquatrovirinae,14,6.981315585444733,7.0710678118654755,0.6527387389006577,5.0990195135927845,8.426149773176359,0.5041919864242583,0.5054945054945055,0.06532976627128553,0.3595505617977528,0.6835443037974683
Subfamily,Loccivirinae,9,11.620571650275094,11.853100705182289,1.4399394542597455,8.426149773176359,13.527749258468683,0.43517338108279424,0.4221531934237442,0.09231483693608696,0.31645569620253167,0.6666666666666667
Subfamily,Boydwoodruffvirinae,18,13.142995608223995,13.416407864998739,1.8365123341039404,7.416198487095663,16.522711641858304,0.4901881393414409,0.47085201793721976,0.08955846875374905,0.3580786026200873,0.755
Subfamily,Asinivirinae_1,11,8.09569839746808,8.18535277187245,0.7042947490904323,6.324555320336759,9.797958971132712,0.391024053564499,0.37362637362637363,0.07184560043587679,0.2934782608695652,0.6746987951807228
Subfamily,Asinivirinae_2,2,8.48528137423857,8.48528137423857,0.0,8.48528137423857,8.48528137423857,0.3116883116883117,0.3116883116883117,0.0,0.3116883116883117,0.3116883116883117
Subfamily,Tevenvirinae,156,13.978809211149281,15.0,2.5439084839926602,6.928203230275509,19.209372712298546,0.4362623117000469,0.3631123919308358,0.1630316567118379,0.16040955631399323,0.8378378378378378
Subfamily,Emmerichvirinae,4,14.215365596441726,14.848087338494043,1.4456997012407784,11.916375287812984,15.937377450509228,0.48697710119405063,0.4445335529738165,0.09909869119019983,0.3913043478260869,0.665625
Subfamily,Twarogvirinae,14,10.748037855424352,11.313708498984761,2.037157806527217,6.855654600401044,13.92838827718412,0.547449830497183,0.4954128440366973,0.14211709913243484,0.3653846153846154,0.8060344827586207
Subfamily,Loutivirinae,26,8.27436588338907,8.366600265340756,0.9212575001882851,5.0,10.535653752852738,0.3444112623814513,0.3157894736842105,0.09323182709071834,0.2192982456140351,0.7701149425287357
Subfamily,Oafivirinae,8,6.474605451372709,6.51908961135493,0.870663929209337,4.123105625617661,8.0,0.41869552007365746,0.38829495614035087,0.10375057247671869,0.28767123287671237,0.7441860465116279
Subfamily,Lclasvirinae,19,8.118493082794194,8.426149773176359,1.0468610308150765,5.477225575051661,9.695359714832659,0.5088246434482017,0.4724409448818898,0.09560438672132082,0.36496350364963503,0.7699115044247787
Subfamily,Deeyouvirinae,7,8.55233480378267,9.38083151964686,1.6620262659685896,5.477225575051661,10.488088481701515,0.44897437407352936,0.35245901639344257,0.1575154902342662,0.28,0.7338709677419355
Subfamily,Mclasvirinae,7,8.285853142410327,8.366600265340756,1.4838398025230954,5.291502622129181,10.770329614269007,0.48286383584797127,0.48360655737704916,0.15048741669404242,0.2647058823529411,0.771186440677966
Subfamily,Toshachvirinae,6,6.6372804442366,6.557438524302,0.9728865836028449,5.291502622129181,8.18535277187245,0.5067196366921757,0.5714285714285714,0.1409079712424334,0.2962962962962963,0.654320987654321
Subfamily,Emilbogenvirinae,20,7.326739814079494,7.54983443527075,0.8097689806639491,4.242640687119285,8.660254037844387,0.4771178531288167,0.4540768509840675,0.0859554113184185,0.3571428571428571,0.7954545454545454
Subfamily,Cobavirinae,4,5.038808016366629,5.098076211353316,0.33228568160454786,4.47213595499958,5.477225575051661,0.4313832057734497,0.4206349206349206,0.08240196451174658,0.3414634146341463,0.5641025641025641
Subfamily,Andrewesvirinae,3,6.552149560729948,7.416198487095663,1.3175745901060114,4.69041575982343,7.54983443527075,0.5256139949909056,0.45882352941176474,0.12762822959746217,0.4137931034482759,0.704225352112676
Genus,Ceduovirus_2,7,4.85367295761716,4.795831523312719,0.501380723621975,3.3166247903554,5.830951894845301,0.5196901391611869,0.5111111111111111,0.07306447621728825,0.33999999999999997,0.7105263157894737
Genus,Ceduovirus_3,2,4.69041575982343,4.69041575982343,0.0,4.69041575982343,4.69041575982343,0.5609756097560976,0.5609756097560976,0.0,0.5609756097560976,0.5609756097560976
Genus,Ceduovirus_1,23,4.513853222209672,4.58257569495584,0.48355427877464974,2.6457513110645907,5.656854249492381,0.5622244961974026,0.5555555555555556,0.07463338943710623,0.4130434782608695,0.8285714285714285
Genus,Rosemountvirus,6,5.50204232907035,5.477225575051661,0.4406777459604417,4.898979485566356,6.855654600401044,0.6245436526077082,0.647887323943662,0.044518141715423266,0.52,0.6857142857142857
Genus,Bridgettevirus,5,4.8675991159194165,4.847405504439537,0.32631096625844763,4.47213595499958,5.5677643628300215,0.6135807088774443,0.6309139784946236,0.04966593487461824,0.4915254237288136,0.6607142857142857
Genus,Kochitakasuvirus,2,3.7416573867739413,3.7416573867739413,0.0,3.7416573867739413,3.7416573867739413,0.7021276595744681,0.7021276595744681,0.0,0.7021276595744681,0.7021276595744681
Genus,Firingavirus,2,4.47213595499958,4.47213595499958,0.0,4.47213595499958,4.47213595499958,0.5405405405405406,0.5405405405405406,0.0,0.5405405405405406,0.5405405405405406
Genus,Bowservirus,3,6.181420390913817,6.324555320336759,0.6758022029126187,5.291502622129181,6.928203230275509,0.40108543417366943,0.38095238095238093,0.08179736850126738,0.3125,0.5098039215686274
Genus,Roslyckyvirus,2,6.4031242374328485,6.4031242374328485,0.0,6.4031242374328485,6.4031242374328485,0.33333333333333337,0.33333333333333337,0.0,0.33333333333333337,0.33333333333333337
Genus,Feofaniavirus,6,7.64429723091577,7.745966692414834,0.656800207125528,6.557438524302,8.54400374531753,0.21207947131577817,0.20454545454545459,0.07737664006388735,0.1351351351351351,0.38888888888888884
Genus,Syrbvirus,6,7.528224416768187,7.483314773547883,0.7697426826167079,6.4031242374328485,9.1104335791443,0.1667909260918077,0.15094339622641506,0.059446555587781134,0.08695652173913049,0.31481481481481477
Genus,Pankowvirus,4,6.0171431004159475,6.164414002968976,0.5422074410377933,5.196152422706632,6.855654600401044,0.6045090592342519,0.5977801268498942,0.04743919107513379,0.5222222222222221,0.6625
Genus,Marienburgvirus_1,2,7.0,7.0,0.0,7.0,7.0,0.5185185185185186,0.5185185185185186,0.0,0.5185185185185186,0.5185185185185186
Genus,Beenievirus_1,6,5.57570522572574,5.744562646538029,0.8030221473583462,3.3166247903554,6.855654600401044,0.6363290084317349,0.6024096385542168,0.081071373766556,0.5061728395061729,0.8493150684931507
Genus,Beenievirus_3,3,6.868221736539092,7.0,0.40107793639798783,6.324555320336759,7.280109889280518,0.44713982512327793,0.4375,0.044912683761108595,0.3975903614457831,0.5063291139240507
Genus,Howevirus,2,7.0,7.0,0.0,7.0,7.0,0.44318181818181823,0.44318181818181823,0.0,0.44318181818181823,0.44318181818181823
Genus,Beenievirus_2,2,5.916079783099616,5.916079783099616,0.0,5.916079783099616,5.916079783099616,0.5569620253164558,0.5569620253164558,0.0,0.5569620253164558,0.5569620253164558
Genus,Fromanvirus_1,22,6.488917999940724,6.48074069840786,0.5866512083527365,4.358898943540674,8.06225774829855,0.5687156784742414,0.5670103092783505,0.05895758530774596,0.4128440366972477,0.8045977011494253
Genus,Fromanvirus_5,2,6.928203230275509,6.928203230275509,0.0,6.928203230275509,6.928203230275509,0.5161290322580645,0.5161290322580645,0.0,0.5161290322580645,0.5161290322580645
Genus,Casadabanvirus,24,4.821398902771144,4.795831523312719,0.6201188619659104,2.6457513110645907,6.708203932499369,0.6358920510810606,0.6328431372549019,0.07669835570441609,0.4285714285714286,0.8627450980392157
Genus,Delepquintavirus,2,8.426149773176359,8.426149773176359,0.0,8.426149773176359,8.426149773176359,0.308641975308642,0.308641975308642,0.0,0.308641975308642,0.308641975308642
Genus,Mardecavirus,2,5.385164807134504,5.385164807134504,0.0,5.385164807134504,5.385164807134504,0.639344262295082,0.639344262295082,0.0,0.639344262295082,0.639344262295082
Genus,Teubervirus,5,6.054861154274417,6.082207001484488,0.5819419236132289,5.0990195135927845,7.280109889280518,0.5705966895613391,0.5844155844155844,0.06283591950320612,0.4512195121951219,0.6708860759493671
Genus,Kostyavirus,9,7.302880370410971,7.416198487095663,0.8172749203702081,4.69041575982343,8.48528137423857,0.6527743198529672,0.6585317460317461,0.07146417784383462,0.5071428571428571,0.8489208633093526
Genus,Omegavirus_1,3,10.983168733149938,11.045361017187261,0.1914973781131919,10.723805294763608,11.180339887498949,0.49788549121665576,0.5,0.016734191478801386,0.4764150943396226,0.5172413793103448
Genus,Omegavirus_2,2,7.937253933193772,7.937253933193772,0.0,7.937253933193772,7.937253933193772,0.6855670103092784,0.6855670103092784,0.0,0.6855670103092784,0.6855670103092784
Genus,Efquatrovirus_2,3,5.342368105850643,5.196152422706632,0.35464022368658027,5.0,5.830951894845301,0.5486070524060004,0.5423728813559322,0.042462023120429314,0.5,0.603448275862069
Genus,Efquatrovirus_1,10,6.144091245748517,6.082762530298219,0.6709267947521923,4.898979485566356,7.54983443527075,0.5489307065401637,0.5454545454545454,0.05048492093161413,0.45945945945945943,0.6571428571428571
Genus,Lillamyvirus,6,5.280427039249981,5.385164807134504,0.7640398875872636,3.3166247903554,6.4031242374328485,0.6292867424511118,0.5942028985507246,0.08150668237900206,0.513157894736842,0.8450704225352113
Genus,Muminvirus_1,5,5.2122139597624955,5.195261067860983,0.7955033863265176,3.605551275463989,6.48074069840786,0.64523521738062,0.6517778753292363,0.07796882174096273,0.513157894736842,0.8
Genus,Kojivirus,3,4.760692935482956,4.795831523312719,0.04969346747148919,4.69041575982343,4.795831523312719,0.5900302818541813,0.5925925925925926,0.003623654597275569,0.5849056603773585,0.5925925925925926
Genus,Ilzatvirus,6,4.864136609463316,4.898979485566356,0.6378414467133523,3.4641016151377544,6.0,0.5915796800614064,0.5892857142857143,0.08956348008048247,0.4285714285714286,0.7857142857142857
Genus,Austintatiousvirus,3,4.542288807284325,4.47213595499958,0.1851460447490531,4.358898943540674,4.795831523312719,0.6291503267973856,0.6274509803921569,0.024524352980302675,0.6,0.6599999999999999
Genus,Raleighvirus,3,4.590654277257924,4.898979485566356,0.5091430447593852,3.872983346207417,5.0,0.5475749242786545,0.5294117647058824,0.06456056677919286,0.47916666666666663,0.6341463414634146
Genus,Leicestervirus,3,4.827185060174065,4.898979485566356,0.17781374571623515,4.58257569495584,5.0,0.5101855959775214,0.4897959183673469,0.037290409749131816,0.4782608695652174,0.5625
Genus,Elmenteitavirus,2,7.416198487095663,7.416198487095663,0.0,7.416198487095663,7.416198487095663,0.19117647058823528,0.19117647058823528,0.0,0.19117647058823528,0.19117647058823528
Genus,Oshimavirus,2,3.3166247903554,3.3166247903554,0.0,3.3166247903554,3.3166247903554,0.7954545454545454,0.7954545454545454,0.0,0.7954545454545454,0.7954545454545454
Genus,Halcyonevirus_1,4,5.335965887311574,5.5677643628300215,0.6006674477450346,4.358898943540674,6.0,0.6548861564907779,0.6257908757908758,0.06607702985316935,0.5897435897435898,0.7631578947368421
Genus,Jujuvirus_1,3,6.682943048182289,6.6332495807108,0.0702771756595267,6.6332495807108,6.782329983125268,0.500231597160651,0.4943820224719101,0.008460177998547896,0.49411764705882355,0.5121951219512195
Genus,Jujuvirus_2,3,7.10637677713164,6.855654600401044,0.40752394789851293,6.782329983125268,7.681145747868608,0.5039101736260583,0.5326086956521738,0.04847531549068568,0.4356435643564357,0.5434782608695652
Genus,Fairfaxidumvirus,3,5.9859887578198405,6.0,0.4098031127925744,5.477225575051661,6.48074069840786,0.5717580872011252,0.5569620253164558,0.04017830929284451,0.5316455696202531,0.6266666666666667
Genus,Vedamuthuvirus_1,4,4.386205604104718,4.123105625617661,0.5110776834497532,3.872983346207417,5.0990195135927845,0.6308568981329574,0.6563178462874512,0.07145454095844346,0.5192307692307692,0.7021276595744681
Genus,Phifelvirus,3,5.629513376834261,5.744562646538029,0.5554990009388997,4.898979485566356,6.244997998398398,0.4096573639126831,0.4181818181818182,0.06882288300189694,0.3214285714285714,0.4893617021276596
Genus,Cequinquevirus,6,4.416220339225075,4.242640687119285,0.5449751511901836,3.7416573867739413,5.744562646538029,0.6307579905821263,0.6382978723404256,0.04929173430922041,0.5094339622641509,0.7021276595744681
Genus,Jacevirus,3,8.263175711247046,8.660254037844387,1.0262848037412564,6.855654600401044,9.273618495495704,0.24652213188798552,0.19512195121951215,0.10195618353219152,0.15555555555555556,0.38888888888888884
Genus,Kelleziovirus,2,3.872983346207417,3.872983346207417,0.0,3.872983346207417,3.872983346207417,0.6590909090909092,0.6590909090909092,0.0,0.6590909090909092,0.6590909090909092
Genus,Bippervirus,2,8.246211251235321,8.246211251235321,0.0,8.246211251235321,8.246211251235321,0.40909090909090906,0.40909090909090906,0.0,0.40909090909090906,0.40909090909090906
Genus,Samwavirus,5,4.903664747529734,4.845207879911715,0.39252011901831135,4.358898943540674,5.477225575051661,0.5948710537895117,0.5930451127819549,0.05106369399951774,0.532258064516129,0.6909090909090909
Genus,Barbavirus,5,7.174992802352196,7.548672117482136,1.0580540091102042,4.898979485566356,8.18535277187245,0.6212655256839679,0.5867647058823529,0.1028257086564232,0.5,0.8257575757575757
Genus,Laroyevirus,4,5.70316404317536,5.76825031026379,0.8003665181017661,4.47213595499958,6.708203932499369,0.6467055434568868,0.631159420289855,0.11020968516698323,0.5111111111111111,0.8089887640449438
Genus,Cbastvirus,4,8.570287834466043,8.888016388163503,0.7417320502737911,7.0,9.219544457292887,0.19054252763622972,0.14971264367816095,0.07457990992386156,0.14634146341463417,0.3529411764705882
Genus,Jimmervirus,2,5.656854249492381,5.656854249492381,0.0,5.656854249492381,5.656854249492381,0.6666666666666667,0.6666666666666667,0.0,0.6666666666666667,0.6666666666666667
Genus,Abouovirus,2,5.196152422706632,5.196152422706632,0.0,5.196152422706632,5.196152422706632,0.6666666666666667,0.6666666666666667,0.0,0.6666666666666667,0.6666666666666667
Genus,Plateaulakevirus_1,3,10.223543209245788,10.677078252031311,1.4648654939450951,8.246211251235321,11.74734012447073,0.5891634137352678,0.607843137254902,0.03555514614950118,0.5393939393939393,0.620253164556962
Genus,Corndogvirus,4,6.7092691228580685,6.704471964341685,0.5648372955078693,6.082762530298219,7.681145747868608,0.6073878119930751,0.6108239348370927,0.06864097125379928,0.4910714285714286,0.6842105263157895
Genus,Ravarandavirus_1,2,7.54983443527075,7.54983443527075,0.0,7.54983443527075,7.54983443527075,0.6356589147286822,0.6356589147286822,0.0,0.6356589147286822,0.6356589147286822
Genus,Schmidvirus_1,2,3.605551275463989,3.605551275463989,0.0,3.605551275463989,3.605551275463989,0.48,0.48,0.0,0.48,0.48
Genus,Emdodecavirus,3,11.673428016563449,11.575836902790225,0.6306702853141488,10.954451150103322,12.489995996796797,0.5624025194283999,0.5787671232876712,0.05997775182225739,0.4821428571428571,0.6262975778546713
Genus,Aurunvirus,3,12.539000818069653,12.489995996796797,0.32679017393723664,12.165525060596439,12.96148139681572,0.12523735313247011,0.13432835820895528,0.015642836016683398,0.10322580645161294,0.13815789473684215
Genus,Anamdongvirus,3,7.615018190608875,7.615773105863909,0.10722852557009449,7.483314773547883,7.745966692414834,0.1865745720474459,0.1917808219178082,0.009000009701810637,0.17391304347826086,0.19402985074626866
Genus,Fipvunavirus,2,4.358898943540674,4.358898943540674,0.0,4.358898943540674,4.358898943540674,0.627906976744186,0.627906976744186,0.0,0.627906976744186,0.627906976744186
Genus,Incheonvirus,2,4.0,4.0,0.0,4.0,4.0,0.65,0.65,0.0,0.65,0.65
Genus,Sextaecvirus,2,7.416198487095663,7.416198487095663,0.0,7.416198487095663,7.416198487095663,0.5747126436781609,0.5747126436781609,0.0,0.5747126436781609,0.5747126436781609
Genus,Saundersvirus,2,7.280109889280518,7.280109889280518,0.0,7.280109889280518,7.280109889280518,0.180327868852459,0.180327868852459,0.0,0.180327868852459,0.180327868852459
Genus,Marvinvirus,2,5.5677643628300215,5.5677643628300215,0.0,5.5677643628300215,5.5677643628300215,0.5714285714285714,0.5714285714285714,0.0,0.5714285714285714,0.5714285714285714
Genus,Ronaldovirus,2,3.605551275463989,3.605551275463989,0.0,3.605551275463989,3.605551275463989,0.8032786885245902,0.8032786885245902,0.0,0.8032786885245902,0.8032786885245902
Genus,Korravirus_1,19,5.109547643064637,5.196152422706632,0.6561513386094983,3.0,6.4031242374328485,0.6296685904266056,0.6212121212121212,0.07658766253748425,0.5070422535211268,0.8666666666666667
Genus,Korravirus_2,3,4.759128901278305,4.795831523312719,0.13175267619375985,4.58257569495584,4.898979485566356,0.661319701510077,0.6666666666666667,0.01164147261259217,0.6451612903225806,0.6721311475409837
Genus,Archimedesvirus,2,5.916079783099616,5.916079783099616,0.0,5.916079783099616,5.916079783099616,0.39655172413793105,0.39655172413793105,0.0,0.39655172413793105,0.39655172413793105
Genus,Fernvirus_1,16,5.623328119907173,5.744562646538029,0.709352420071473,3.872983346207417,6.928203230275509,0.5619100694495799,0.5405701754385965,0.08214937971926042,0.4444444444444444,0.7794117647058824
Genus,Skatevirus_2,2,6.708203932499369,6.708203932499369,0.0,6.708203932499369,6.708203932499369,0.49397590361445787,0.49397590361445787,0.0,0.49397590361445787,0.49397590361445787
Genus,Caminolopintovirus,2,7.0710678118654755,7.0710678118654755,0.0,7.0710678118654755,7.0710678118654755,0.47435897435897434,0.47435897435897434,0.0,0.47435897435897434,0.47435897435897434
